DNI#INT,Nombre#STRING,CUI#INT,Escuela#STRING
82189775,"Galvez Canales Nicole Aristides",20226707,Biología
63289665,"Moyano Ledesma Maria Vitória Valentino",20223275,Ingeniería Ambiental
25659280,"Carmona Suárez Gloria Maria",20182109,Contabilidad
81346254,"da Mota Aguilera Ravi Lucca Karen",20200334,Educación Primaria
89071798,"Mejía Jiménez Gerardo Martha",20190947,Historia
32636775,"Martinez Barrios Sergio Emilia",20188501,Medicina Humana
83301290,"Rodriguez Díaz Julieta Libia",20227544,Química
50038268,"Fernandez da Mota Bianca Claudio",20238488,Ingeniería Mecánica
49892093,"Ospina Diaz Juana Andrés",20182095,Ingeniería Geológica
60652130,"Plana Viera Uma  Emilia",20200050,Ingeniería Ambiental
64408825,"Teixeira Rodríguez Bruna María",20179477,Matemáticas
67753297,"Arango Rincón Dayana Rafa",20238624,Literatura y Lingüística
29363097,"Gonzalez Nogueira Ignacia Alejandro",20175550,Ingeniería Industrial
45589960,"Sierra Campos Nilda Valentin",20256309,Ingeniería Geológica
54615778,"Rojas Franco Elena Eusebio",20251604,Sociología
16614174,"Borges Mondragón Miguel Angel Brenda",20195432,Historia
54649432,"Rincón Diaz Leonor Vanesa",20215006,Ingeniería Eléctrica
25401348,"Montenegro Rojas Juanita Rafaela",20178365,Física
56811201,"Sierra Rojas Corona Ulises",20240677,Ingeniería Civil
65800283,"Sanches Melo Gonzalo Luiza",20229383,Administración
14257040,"Padilla Domínguez Fermín Eloisa",20253412,Historia
39747542,"Canet Mendonça María Reina",20194594,Economía
97745989,"Rueda Ávalos Carolina María",20218284,Ingeniería de Sistemas
84976932,"Godoy Aguirre Hernando Mia",20183789,Literatura y Lingüística
19060268,"Castillo Gomis Isabella María",20243375,Ingeniería Ambiental
41594600,"Peralta Andrade Marcela Ricardo",20241886,Trabajo Social
91334363,"Ramírez Abreu Nancy Yéssica",20188343,Educación Primaria
18114864,"Vicente Madrigal Francesca Josué",20214191,Contabilidad
72257447,"Aguiló Vieira Moisés Mauro",20230596,Educación Inicial
41010558,"Zarate Nogueira Lina José",20230376,Arquitectura
61873170,"Moraes Lugo Agustin Vitor Gabriel",20247018,Educación Primaria
22000091,"Barrios Leiva Maria Victoria Andrés",20254414,Ingeniería Mecánica
34549228,"Acuña Pastor Mateo Carlos",20226046,Farmacia y Bioquímica
57086252,"Melo Hernández Vicente Itzel",20212908,Matemáticas
40463668,"Duque Rodriguez Porfirio Lunna",20185338,Educación Primaria
82257812,"Galvez Torres Ileana Lola",20175090,Comunicación Social
39501439,"Hernández Nogueira Jazmin María",20203391,Ingeniería Industrial
34401948,"Montenegro Cassiano Henrique Thiago Benjamin",20195508,Derecho
39538577,"Ibarra Moreira Zeferino Amalia",20173557,Ingeniería de Sistemas
80000504,"Tirado Sáenz Francisco Eloy",20216460,Ingeniería Geológica
19168570,"Ledesma Peixoto Pietra Daniel",20176268,Medicina Humana
36777208,"Acero Fernández Alejandro Chucho",20222714,Biología
95956752,"Estrada Marroquín Enrique Sergio",20221860,Ingeniería Civil
33749916,"Cerezo Posada Cintia Omar",20172217,Educación Secundaria - Matemática y Física
84091809,"Mansilla Benitez Francesca Delfina",20179788,Química
82104747,"Aragonés Cazares Isaque Melania",20186550,Derecho
99458655,"Sánchez Ojeda Yudy César",20193228,Comunicación Social
23092929,"Arriaga Gonzalez Apollo Duván",20193466,Arquitectura
60907129,"Valdivia Peralta Jazmín Armando",20188623,Historia
62560407,"Martins Pagès Valentina Octavio",20189613,Educación Inicial
67591732,"Rivas Verduzco Rodolfo Miriam",20215887,Contabilidad
79573822,"Araújo Barrios Pilar Verónica",20176864,Educación Inicial
52994288,"Ochoa Luna Estela Emilia",20206420,Ingeniería de Sistemas
14543008,"Torres Lopez Juan Martin Vinicius",20195001,Odontología
43227508,"Fernandez Juarez Cecilia Maite",20233932,Ingeniería Geológica
85501266,"Perales Coronel Carmen Isabel",20232034,Odontología
23986008,"Quiroz Monteiro Sarah Olivia",20207100,Ingeniería Mecánica
79771357,"Sosa Rodriguez Ramón Mateo",20214145,Sociología
64675094,"Diaz Sanchez Herminia Gustavo",20217754,Matemáticas
64053774,"Gomez Mendes João Lucas Laura",20236429,Ingeniería Industrial
80511055,"Moreno da Cruz Fernanda Santiago Benjamin",20222417,Economía
57622865,"Sisneros Hernández Fernanda Óscar",20187162,Literatura y Lingüística
71132981,"Albuquerque Nunes Ramiro Kamilly",20246909,Ingeniería Eléctrica
40524772,"Valdivia Álamo Alana Isabella",20177680,Educación Inicial
36400177,"Gomez Parra Constantino Pascual",20253686,Medicina Humana
24200776,"Mendez Córdova Fernando Bruno",20208602,Contabilidad
85751096,"Viana Marcos Juan Carlos Rocío",20253321,Literatura y Lingüística
92502927,"Ramírez Vera Bianca Josefina",20251117,Comunicación Social
96230900,"Aguirre Ávila Máximo Anthony",20200123,Ingeniería Geológica
53000831,"Gomez Mora Diogo Vanesa",20230161,Historia
72650971,"Mena Mesa Ildefonso Heliodoro",20258223,Matemáticas
24198462,"Farias Pacheco Bastian Martín",20173725,Ingeniería Electrónica
93489052,"Franco Hernández Jaime Benício",20178608,Educación Secundaria - Matemática y Física
48763841,"Iglesias Fernandez Maria Luiza Tiziano Benjamin",20224425,Sociología
54199944,"Cintrón Cirino Viviana Berta",20186257,Educación Secundaria - Matemática y Física
98757230,"Bonilla Blanco Felipe Lunna",20170394,Ingeniería Electrónica
85252258,"Mesa Rios Antonio Thiago Benjamin",20185929,Educación Secundaria - Matemática y Física
30463655,"Herrera Riojas Odalis Juanita",20247500,Medicina Humana
81626712,"Abad Egea Luísa Abraham",20176663,Medicina Humana
38036225,"Garcia Gonzalez Lucca Adela",20190547,Sociología
58101413,"Casanova Garcia Allana Casandra",20197980,Educación Secundaria - Matemática y Física
68767713,"Sanchez Salazar Borja Antony",20239018,Arquitectura
97800315,"Mosquera Vieira Thomas Luciano",20200489,Comunicación Social
28300123,"da Mata Siqueira Felipe Enzo Gabriel",20178372,Odontología
37773809,"Benitez Ramos Mora Johana",20216306,Matemáticas
15660947,"Oliver Guitart Juan Gloria",20179745,Administración
92065807,"Nevado Coronel María Wilfrido",20198518,Economía
22025606,"Hurtado Acosta Jose Ramón Timoteo",20227272,Farmacia y Bioquímica
26067787,"Romero Morales Luiz Miguel Herminio",20214451,Ingeniería Industrial
84397314,"Galindo Paz Levi José Antonio",20187090,Farmacia y Bioquímica
65780926,"Bejarano Quintero Libia Linda",20249105,Psicología
25734692,"Valderrama Orozco Carlito Florencio",20171768,Trabajo Social
63671436,"Sales Pacheco Lautaro Santino Benjamin",20247825,Educación Primaria
54605612,"da Rosa Arenas Maria Laura Marisol",20210557,Psicología
80228409,"Rueda Arias Epifanio Sara",20180516,Ingeniería Eléctrica
82012369,"da Cruz Agudo Emma Diego",20217301,Administración
11982726,"Morales Abril Silvia Juan Ignacio",20230520,Educación Primaria
92132011,"Cabanillas Santos Jhonatan Mia",20211646,Ingeniería de Sistemas
25711805,"Zedillo Ramirez Bernabé Benito",20180251,Ingeniería Ambiental
88462685,"Perera Brito Esmeralda Felicitas",20203470,Economía
27474596,"Ureña Soto Rosario Sancho",20254686,Sociología
68585573,"Souza Samaniego Emilia Josefina",20202815,Educación Inicial
49979528,"Hurtado Díaz Luz Alfredo",20194461,Odontología
75141651,"Pinto Marques Jaime Agatha",20222373,Química
99816538,"Pinto Pimenta Mónica Ana Laura",20249854,Comunicación Social
26407557,"Sousa Gómez Carmelita Maximino",20251128,Matemáticas
93700506,"Gutierrez Cardona Bento Bento",20170252,Educación Secundaria - Matemática y Física
54145798,"Siqueira Marques Nohora Paloma",20210264,Contabilidad
85035479,"Carrera Griego Cristian Theodoro",20171615,Farmacia y Bioquímica
35966590,"Fonseca Angulo Fernando Sara",20226483,Ingeniería Eléctrica
16369241,"Guerra Miranda Felipe José Luis",20204796,Química
24525073,"Espinoza Cabezas María Esteban",20208678,Comunicación Social
16745929,"Buitrago Cantillo Jerónimo Marleny",20170023,Derecho
15797413,"Ramos Sainz Nancy Carlos",20188656,Arquitectura
35624489,"Castro Mir Socorro Mariana",20213445,Medicina Humana
26642039,"Benitez Guillén María del Carmen Jenny",20253678,Educación Inicial
74083105,"Perales Ribas João Pedro Marcela",20226416,Ingeniería Electrónica
18779686,"Arribas Mendoza Uriel Liliana",20227580,Química
94368999,"Rincón Salamanca Rodolfo Pepito",20225022,Contabilidad
74129102,"Teixeira Paz Lorenzo Katherine",20236635,Odontología
45096567,"Soto Ordóñez Paola Benjamin",20215554,Medicina Humana
14970881,"Maestre Lara Rafaela Valentina",20177636,Ingeniería Electrónica
72057947,"Rivas Vera Eugenia Eloísa",20247423,Derecho
52288513,"Pérez Ruiz Humberto Victoria",20233657,Odontología
31163185,"Matos Gordillo Miguela Alexander",20205581,Física
44699250,"Tejeda Angulo Fabiola Carolina",20234914,Educación Inicial
68688290,"Méndez Ojeda Martín Gerónimo",20227044,Trabajo Social
91400067,"Fernandez Ribera Amanda Trinidad",20179627,Ingeniería Eléctrica
41471913,"Nazario Gutierrez Misael Elisa",20245390,Ingeniería Eléctrica
52943638,"Rios Nazario Cristal Carolina",20207570,Matemáticas
84566669,"Tovar Melo María Eugenia Santiago",20199348,Ingeniería Electrónica
52193995,"Badía Moreno Bernabé Montserrat",20210094,Química
13289042,"Molina Silva Emiliano Arsenio",20220712,Derecho
98185813,"Sainz Cirino Isaías Yolanda",20228741,Física
62508814,"Navarro Moraes María Ildefonso",20210944,Odontología
35948043,"Bustos Rodríguez Bento Clara",20240464,Ingeniería Ambiental
83572875,"Pereyra Gómez Thales Ignacio",20202657,Psicología
50548635,"Rios Suarez Luz Milagros Patricia",20248758,Economía
51609034,"Segovia Vega Luna Juan Cruz",20176312,Ingeniería Industrial
77758125,"Rivas Valdés Marcelo Andrés",20230872,Ingeniería Civil
32665690,"Lopez Castro Edison Eric",20210199,Ingeniería Mecánica
40055468,"Portilla Duarte David Josué",20257743,Enfermería
11616506,"Rodriguez Pimenta Cebrián Mateo",20181817,Química
46514455,"Cavalcante Ferrer Melina Susana",20226497,Matemáticas
49148532,"Baró Acosta Jos Eduardo",20196302,Derecho
82085040,"Vargas Montenegro Graciana Ana Liz",20217134,Enfermería
27178705,"Cavalcante Luna Luigi Lorenzo",20230588,Ingeniería Mecánica
24115262,"Guerrero Almanza Desiderio Ana María",20207725,Biología
98649445,"Viana Castro Bianca Clara",20218114,Sociología
45178064,"Sosa Álvarez Benjamin Ezequiel Hugo",20214180,Ingeniería Industrial
70500508,"Mayo Castellanos Inocencio Orlando",20252874,Ingeniería Ambiental
94621675,"Gonzalez Crespo Julio Thiago Nahuel",20190012,Sociología
85097150,"Sanchez Lopez Davi Luiz Allana",20197671,Ingeniería Mecánica
57343671,"Madrid Altamirano Amparo Maristela",20242941,Odontología
95756493,"Ruiz Luna Mayerly Catalina",20182536,Química
90080803,"Jáquez Casárez Elena Joaquin",20188810,Contabilidad
94044446,"Garcia Acevedo Catalina Paulina",20219153,Ingeniería de Sistemas
63340520,"Robledo Ramirez Santino Gabriel Jhon",20213868,Arquitectura
81396376,"Vargas Páez Vinícius Lourdes",20239595,Ingeniería Geológica
22379275,"Díaz Valdés Catalina Júlia",20196717,Ingeniería Mecánica
26270945,"Gaitán Lucio Diana Julian",20197480,Medicina Humana
63284445,"Paez Pérez Caleb Paola",20187117,Medicina Humana
28437519,"Torrijos Vázquez Iván Brígida",20176887,Medicina Humana
16337103,"Rodríguez Gimenez Claudia Daniela",20217770,Literatura y Lingüística
34975571,"Montenegro Pacheco Valentina Jazmin Aurelio",20210708,Ingeniería de Sistemas
58103653,"Cabrera Benítez Luz Estela",20183083,Sociología
77384220,"Carrera Cunha Daniela Nahiara Jazmin",20228359,Comunicación Social
87069134,"Ocaña Gurule Estefanía Juliana",20214031,Odontología
22252581,"Silveira Cervera Ana Patricia",20219415,Odontología
80982535,"Rangel Mondragón Tatiana Iván",20241154,Odontología
60384138,"Rosado Mejía José Martín",20225203,Sociología
84564388,"da Cunha Vasconcelos Fausto Mario",20193383,Odontología
43190699,"Diaz Escobar Esperanza Vanesa",20192877,Farmacia y Bioquímica
69594240,"Pinilla Manrique Fabio Francisca",20208284,Educación Primaria
82061522,"Velasco Aparecida Jazmín Miguel",20215030,Ingeniería Ambiental
25630285,"Ropero Vela Joana Anthony",20248231,Ingeniería Ambiental
48254223,"Maldonado Jerez Emanuelly Luana",20197736,Arquitectura
93254754,"Montenegro Carvajal Aura Maya",20173954,Matemáticas
80521029,"Cuesta Fernandez Ariadna Carlos",20220753,Ingeniería Ambiental
41917345,"Macedo Ruiz Guillermina Ema",20239336,Ingeniería Industrial
34899413,"Vilar Prieto Leonel Hernando",20183236,Química
55144290,"Aguero Garcia Zacarías Esparta",20230373,Educación Primaria
95111011,"Catalá Carrillo Alejandro Lilia",20236575,Ingeniería Eléctrica
54922980,"Torres Cintrón José María Isabella",20185855,Arquitectura
37181682,"Arias Araújo Sonia Cecilia",20231726,Farmacia y Bioquímica
38907687,"Amaya Romero Víctor Cauê",20239548,Administración
26053872,"Torres Castillo Herminia Isidoro",20180334,Ingeniería Mecánica
20144653,"Avila Rodriguez Nando Feliciana",20234032,Psicología
47527974,"Peral Villalba Domitila Jazmín",20250725,Ingeniería Civil
66352430,"Casa Grande Leiva Marisol Zacarías",20188837,Farmacia y Bioquímica
66563425,"Aguirre Moreno Jaime Giovanna",20256561,Derecho
35054774,"Benítez Paez Damián Thiago Benjamin",20237469,Ingeniería Electrónica
31023826,"Martínez Capdevila Aurelio Pedro",20240416,Farmacia y Bioquímica
90775220,"Fernandez Soria Thiago Lionel Isaac",20197221,Ingeniería Civil
43483124,"Escalona Ruiz Abril Fernanda",20230251,Ingeniería Geológica
84610401,"Uría Giménez Óscar Emilia",20245864,Derecho
12285704,"Barrios Lucero Olivia Jorge",20231730,Educación Primaria
51046273,"Núñez Romero Alejo Leticia",20225591,Economía
71174557,"Godoy Vila Raul Rafael",20247082,Contabilidad
27022763,"Gaytán Llabrés Marita Cecilia",20239446,Psicología
48449017,"Torres Rojas Isabella Catalina",20199126,Literatura y Lingüística
77510382,"Luna Casares María Mariah",20257147,Ingeniería Eléctrica
91903694,"Peixoto Lobo Benicio Marcos Vinicius",20239831,Educación Inicial
98781131,"Ortiz Girón Camilo David",20175599,Ingeniería Eléctrica
22843131,"Aguado Rojas Abel Benjamin",20259841,Sociología
62862026,"Rincón Garcia Sebastian Maria Sophia",20221735,Ingeniería Eléctrica
27314818,"Bartolomé Jaramillo María Yenny",20252776,Contabilidad
97080727,"Diaz Pacheco María Letícia",20195094,Ingeniería Industrial
28918974,"Uriarte Rodriguez Roque Abigail",20236337,Contabilidad
33323825,"Saavedra Valencia Carlos Amador",20178763,Ingeniería Ambiental
73000038,"Olmo Aguirre Diego Deiby",20185313,Biología
18345499,"Ibañez Vieira Esteban Juan Sebastian",20252204,Ingeniería Electrónica
10696383,"Mora Moreno Vitor Gabriel Godofredo",20225634,Ingeniería de Sistemas
93093262,"Moreno Pinto Ian Ezequiel Camilo",20183890,Ingeniería Electrónica
17495476,"Rivas Nascimento Cristina Alberto",20212664,Odontología
51066194,"González Ortiz Luz Juan",20185497,Ingeniería Geológica
87801878,"Sancho Pastor Rómulo María Elena",20258034,Educación Inicial
80478157,"Ferreira Valenciano Linda Lara",20211277,Enfermería
11133936,"Méndez Cabrera Lucia Estela",20217889,Contabilidad
56633217,"Paz Higueras Alexia Willian",20240840,Ingeniería Ambiental
43250085,"Gonzalez Hidalgo Benjamin Nayeli",20206649,Ingeniería Electrónica
84437858,"Camarillo Castro Máxima Eduar",20236477,Historia
63376018,"Camargo Rueda Armando Luisa",20240129,Ingeniería Industrial
66811435,"Lara Valdez María del Carmen Heidy",20200811,Contabilidad
37803626,"da Rosa Portillo Thiago Nicolas Benjamin",20205233,Ingeniería Ambiental
24807498,"Correia Sierra Théo Bernabé",20182777,Ingeniería Mecánica
71661360,"Barros Castro Benigna Felicitas",20171719,Ingeniería Electrónica
90223321,"Ortiz Pedrero Álvaro Juliana",20212042,Ingeniería Mecánica
39505271,"Flórez Lima Julio Antônio",20214052,Administración
37589559,"Ortiz Guardia Diana Cristal",20195500,Economía
19309007,"Gonzalez Vera Alejo Pascual",20205481,Física
12526841,"Oliveira Lopez Néstor Arcelia",20233961,Química
46876150,"Piña Tamayo Olga Josué",20173872,Ingeniería Civil
24333114,"Gonzalez Rojas Isabel Joaquin",20175652,Educación Primaria
16250487,"Ariño Bedoya Alberto Diego",20194816,Educación Primaria
94176627,"Toro Molina María Gerardo",20197829,Economía
69967936,"Longoria García Cleto Segismundo",20196235,Comunicación Social
25316729,"Sales Fonseca Natália Iker",20182826,Física
34710972,"Vargas Castro María Alice",20204834,Ingeniería Eléctrica
37665462,"Mora Cardona Delfina Rosaura",20259836,Educación Secundaria - Matemática y Física
86770066,"Cuevas Niño Juan Ignacio Miguel Ángel",20197062,Economía
89090627,"Ayala Fajardo Tania Tiziano",20242890,Historia
74571239,"Camargo Bravo Eustaquio Francisco",20183482,Enfermería
72261926,"Sosa Cantero Diego João Miguel",20253306,Educación Primaria
87157489,"Diaz Diaz José Pedro Benjamin",20208594,Arquitectura
66091517,"Romero da Cunha Ambrosio João Felipe",20245997,Matemáticas
40920392,"Mendoza Almeida Francisco Agustín",20224097,Ingeniería Eléctrica
86781434,"Contreras Moreno Giovanna Edwin",20259941,Trabajo Social
78754902,"Roig Recio Erick Isabella",20170965,Ingeniería de Sistemas
72324167,"Portilla Díaz Aida Ana Julia",20182751,Historia
59248137,"Fonseca Ruiz Lara Ana Lívia",20184767,Educación Primaria
18117984,"de la O Villaverde Mauricio Benicio",20181595,Psicología
60613045,"Cassiano Castellanos Raúl Aida",20225009,Derecho
40873859,"Duarte Juarez Maricruz Rolando",20182714,Medicina Humana
46635222,"Vega Romero Ambrosio Guilherme",20232653,Ingeniería Industrial
77608608,"Escalona Guzmán Adán Martha",20248682,Farmacia y Bioquímica
13651891,"Martinez Linares Juan Pablo Ramiro",20219958,Educación Primaria
47838093,"Souza Rodriguez Thiago Valentin Mateo Joaquin",20170158,Ingeniería de Sistemas
57431447,"Pastor Sanchez Helena Vanesa",20221915,Ingeniería Civil
38289076,"da Paz Machado Carlos Isabel",20173800,Educación Inicial
98476466,"Campos Sevilla Nathan Maria Cecília",20231758,Medicina Humana
31110913,"Benavides Botello Salud Débora",20174866,Enfermería
74115253,"Peres Ramirez Camila Oswaldo",20248339,Contabilidad
66773167,"Machado Garcia Álvaro Olivia",20214527,Ingeniería de Sistemas
86257422,"Echeverría Gomez Abril Isaac",20244393,Ingeniería de Sistemas
82181119,"Galan Olivera Omar Ascensión",20243390,Trabajo Social
79942700,"Padilla Ulibarri Tiziano Ayla",20196505,Derecho
55413780,"Ureña Murillo Maria Emilia María José",20243828,Enfermería
72400027,"Lira Rodríguez Luz Luana",20236840,Economía
23348785,"Sauceda Priego Thiago Benjamin Juana",20241859,Ingeniería Civil
57749886,"Jaume Pereyra Yaneth Joaquin",20238450,Biología
85600549,"Casals Zamudio Bernarda Paloma",20230317,Matemáticas
14126522,"Marqués Criado David Enrique",20235626,Ingeniería Civil
27782082,"Bustos Gomez Yair Lourdes",20255296,Psicología
82718914,"Ordóñez Sevilla Catalina Marcela",20189435,Psicología
55304809,"Andrade Cantú Henry Jacobo",20187760,Derecho
70777425,"Mur Saavedra Inés Lucca",20213185,Administración
29196237,"Sala Sales Stella Natalia",20247399,Farmacia y Bioquímica
59619365,"Navarrete Souza Gabriela Daniel",20195188,Administración
65739984,"Robledo Oquendo Xavier Víctor",20197203,Ingeniería Mecánica
81399257,"Gómez Paz Isabella Guadalupe",20175098,Educación Inicial
28915974,"Aguero Bravo Elvira Esneider",20185663,Farmacia y Bioquímica
56056769,"Muñoz Rosas Orlando Adriana",20250160,Comunicación Social
35924114,"Jaimes Zedillo Abril Jade",20242161,Ingeniería Mecánica
11140045,"Morales Gonzalez Jacinto Cristal",20196623,Enfermería
78953595,"Garcés Pardo Eduardo Quique",20219948,Educación Primaria
52296069,"Chaparro Parada Enzo Samuel",20199156,Educación Secundaria - Matemática y Física
71036982,"Sierra González Guillermo Ana Lívia",20220705,Trabajo Social
78961554,"Vera Riojas Esperanza Alcides",20242696,Biología
33934685,"Sosa Guzman Asafe Manuel",20252820,Química
55535060,"Gomez Urbina Paulina Liliana",20252684,Ingeniería Eléctrica
18608682,"Lopez Cadena Stella Javiera",20182748,Matemáticas
51033830,"Ocampo Sandoval Juan Angélica",20185591,Física
38658625,"Franco Cassiano Dora Luis Miguel",20172642,Literatura y Lingüística
18719983,"Méndez Flores Fernanda Benito",20212933,Economía
25827081,"Álvarez Puentes Diogo Joana",20232909,Historia
42499481,"Palacios Montañez Joana Alberto",20220861,Contabilidad
27228956,"Bueno Duarte Camilo Citlali",20196056,Farmacia y Bioquímica
88492945,"Perez Barrientos Socorro Ramiro",20207288,Ingeniería Industrial
12432232,"Muñiz Figueroa Lara Juan Cruz",20185628,Física
12447104,"Ocampo Montoya Simón Ana Júlia",20207232,Enfermería
99139130,"Maldonado Mora Rubén Cecilia",20257648,Química
88011928,"Lopez Garza Amparo Carolina",20178299,Enfermería
79604748,"Guevara Torrecilla Abigail Gabriela",20259533,Comunicación Social
45872972,"García Espinal Manuel Jose Francisco",20172255,Física
57259196,"Ribeiro Ávila Catalina Maria Luz",20178356,Economía
74802088,"Martin Bastidas Liceth Florencia",20188692,Matemáticas
74944306,"Castro Llano Francesca Kevin",20221868,Educación Inicial
58010014,"Venegas Andrade Juan Elkin",20201519,Historia
33856931,"Velázquez Figueroa Eloah Tecla",20170471,Literatura y Lingüística
21317869,"Noguera Cordero Apollo Morena",20233994,Administración
42114157,"Avilés Ariño Josefina Máximo",20243765,Economía
18465797,"Perez Viera Henry Gabriel Miguel",20172751,Ingeniería Eléctrica
34542257,"Costela Ortiz Milena João Gabriel",20223387,Ingeniería Geológica
92223397,"Núñez Bolívar Violeta Yésica",20187374,Historia
83530359,"Moliner Suárez Rocío Fabián",20259207,Comunicación Social
40969015,"Martins Saucedo Camilo Camilo",20243687,Química
19068489,"Vizcaíno Cañizares João Guilherme Lucas",20216401,Química
41359195,"Preciado Ruiz Ciro Sofía",20222844,Ingeniería Electrónica
16367998,"Ferrer Barrientos Cecilia Linda",20181594,Enfermería
59360782,"Torres Tijerina Paula Fernando",20218048,Ingeniería Electrónica
77889456,"Suarez Alvarado Renato Cecilia",20221218,Ingeniería Eléctrica
90727049,"Pastor Pires Rosalinda Edgar",20252045,Trabajo Social
88872223,"Bárcena Freitas Sosimo Clarisa",20195677,Enfermería
43405063,"Valdez da Cruz Agostina Gael",20187267,Educación Inicial
43803627,"Lozada Alemany Graciela Daniel",20204238,Ingeniería Electrónica
37454706,"Linares Azevedo Maximo Alfredo",20243583,Economía
92447907,"Piñeiro Barrios Aureliano Agustín",20201016,Odontología
92052462,"Alvarez Carvajal José Francesca",20192378,Medicina Humana
95916490,"Reyes Souza Álvaro Cebrián",20222278,Farmacia y Bioquímica
44882148,"Castañeda Suarez Isabel Marciano",20187854,Historia
71685692,"Sánchez Ribeiro María Gael Henrique",20187417,Farmacia y Bioquímica
64358138,"Manrique Báez Murilo Alejandra",20220941,Arquitectura
87797285,"Murillo Becerra Valentina Martha",20230613,Ingeniería Civil
85619808,"Gonzalez González Gabriel Dary",20209648,Enfermería
53928477,"Martins Díaz Ravi Soledad",20180130,Literatura y Lingüística
34743702,"Sampaio Valencia Felicitas Maria Luísa",20243446,Educación Secundaria - Matemática y Física
58191937,"Pacheco Suarez Conchita Enrique",20181746,Ingeniería Eléctrica
58472164,"Câmara Bernat Augusto Arthur Gabriel",20218980,Ingeniería Electrónica
79318406,"Rodriguez Gonzalez Frank Nina",20189583,Farmacia y Bioquímica
25894019,"Medina Zavala Apolonia Edmundo",20259757,Matemáticas
31379228,"Duarte Ramos Antonio Nicole",20223076,Ingeniería de Sistemas
84026310,"Benavent Morales Rubén Andrea",20187970,Farmacia y Bioquímica
67017869,"Carrera Fonseca Salvador Claudia",20208287,Historia
27657629,"Vazquez Peiró Edgardo Mónica",20224462,Ingeniería Mecánica
51977992,"Ferrera Viana Candelaria Santiago",20222089,Sociología
42026357,"Peixoto Muñoz Catalina Yasmin",20236809,Farmacia y Bioquímica
89326357,"Rodríguez Fernandes Maria Júlia José Miguel",20254061,Arquitectura
57976685,"Ramirez Fogaça Luz Maria Marta",20228591,Ingeniería de Sistemas
59109005,"da Cunha Flor Francesca Daniel",20200586,Trabajo Social
72361171,"Torres Roldan Alexander Alondra",20215885,Administración
88568841,"López Gonzalez Ana Lívia Lorenzo",20215369,Ingeniería Eléctrica
75472836,"Batista Montalbán Ana María Florina",20252719,Trabajo Social
82047673,"da Costa Rovira Guadalupe Martina",20213029,Ingeniería de Sistemas
74696939,"Garcia Paz Joana Francisco",20171686,Sociología
28953560,"Vargas Santillán Antonia Nancy",20211851,Psicología
97354807,"Velazquez Gonzalez Thiago Benjamin Davi Miguel",20186715,Matemáticas
13576772,"Pereira Ávila Santiago Alba",20256704,Ingeniería Ambiental
12938912,"de la Fuente Regalado Henry Aylla",20239021,Historia
51732459,"Rincón Carrillo Arcelia Danna",20183500,Ingeniería Ambiental
16051421,"Cazares Gomes Mery Juana",20242334,Arquitectura
64392907,"Tenorio Espada María Martina",20237969,Literatura y Lingüística
38792710,"Navarro Muñoz Edelmiro Henrique",20242702,Educación Secundaria - Matemática y Física
89208352,"Bello Miralles Nelson Valentina",20213968,Ingeniería Electrónica
78393030,"Marques Ortiz Mariano Camila",20180050,Química
12714574,"da Luz Farias Felipe José Miguel",20240809,Ingeniería Geológica
74072821,"González Gonzalez Andrés Maria Flor",20245011,Ingeniería de Sistemas
43997730,"Muñoz Espino Gabriela Marina",20213684,Trabajo Social
85492951,"Rico Fonseca Clara Jorge Luis",20230397,Educación Inicial
39268383,"Rivero Heredia Clarice Noah",20224905,Educación Primaria
93875266,"Manrique Ceballos Custodio Anabel",20179995,Enfermería
34082793,"Sampaio Torres Marcial Lautaro Ezequiel",20203611,Farmacia y Bioquímica
15664714,"Ibarra Espinal Stella José Carlos",20259739,Física
91395858,"Gaitán Parra Luciano Nicolás",20180199,Biología
91970158,"Amores Martínez Sofia Stephany",20205431,Enfermería
63644475,"Rodriguez Aparecida Angie Isabel",20220152,Economía
53612560,"Crespi Borrell Ignacio Mónica",20185685,Economía
16817367,"Alonso Acevedo Luz Marcos Vinicius",20206697,Historia
15714217,"González Orozco Sandalio Águeda",20259059,Educación Secundaria - Matemática y Física
68875177,"Conde Rodríguez Jerónimo Maya",20218263,Ingeniería Geológica
73641401,"Almaraz Rolón Sofía Reynaldo",20191697,Administración
18221504,"Jurado Hinojosa Simon João Lucas",20237036,Ingeniería de Sistemas
82925766,"Nunes Andrade Isabella Zoé",20250219,Física
92013446,"Palma Iñiguez Mauricio Victoria",20170020,Química
37463315,"Correa Lopez María Eugenia Juan Ignacio",20241132,Ingeniería Industrial
13206960,"Sureda Romero Liz Demetrio",20194791,Ingeniería Eléctrica
72925540,"Cardona Vendrell Maximiliano Antônio",20239211,Ingeniería Geológica
26576290,"Camarillo Alberto Cecília Caio",20182290,Ingeniería Industrial
84809127,"Pizarro Costela Virginia Eloy",20208766,Educación Primaria
98640692,"Méndez Castro Jade Ravy",20178510,Medicina Humana
37929479,"Carvalho Lopez Juana Augusto",20211246,Psicología
85013424,"Ramos Benitez Inés Victoria",20201315,Historia
27119853,"Ulibarri Aguero Cristian Bento",20178444,Historia
15948201,"Blanco Parra Román Esparta",20170172,Ingeniería Civil
88806795,"Bernal Figueras Ceferino Abigail",20176135,Derecho
20316729,"Escamilla Alba Nadia Rafael",20209269,Ingeniería Ambiental
10909095,"Orjuela Sevilla Wilmar Amparo",20234569,Enfermería
